CASENUMBER,VIOLATIONOPENDATE,CITATIONTYPE,CITATIONNUMBER,DEFICIENCYCODE,DEFICIENCYTEXT,FEEAMOUNT,OUTSTANDINGFEE,LEGALOUTCOME,LEGALOUTCOMEDATE
2018-213373 CV,12/20/2018 12:00:00 AM +0000,Admin Hearing Citation,004622,80711,"A short-term rental use may not be used by more than:(1) ten adults at one time, unless a stricter limit applies; or(2) six unrelated adults.",750,878,Liable,06/07/2019 12:00:00 AM +0000
2018-062728 CV,03/30/2018 12:00:00 AM +0000,Admin Hearing Citation,002509,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",1000,0,Liable,06/18/2019 12:00:00 AM +0000
2018-118735 CV,07/14/2018 12:00:00 AM +0000,Admin Hearing Citation,002079,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,80,0,Liable,10/02/2018 12:00:00 AM +0000
2018-053156 CV,03/13/2018 12:00:00 AM +0000,Admin Hearing Citation,002244,80086,A licensee or operator may not advertise or promote or allow another to advertise or promote a short-term rental in violation of the City Code or state law.,300,0,Closed/Mailed in Penalty Paid,04/11/2018 12:00:00 AM +0000
2018-020570 CV,02/17/2018 12:00:00 AM +0000,Admin Hearing Citation,002238,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",80,715,Liable,04/12/2018 12:00:00 AM +0000
2018-203354 CV,11/30/2018 12:00:00 AM +0000,Admin Hearing Citation,07530,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,128,628,Liable,08/06/2019 12:00:00 AM +0000
2018-062728 CV,03/30/2018 12:00:00 AM +0000,Admin Hearing Citation,002509,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",1000,1080,Liable,12/19/2018 12:00:00 AM +0000
2018-213373 CV,12/20/2018 12:00:00 AM +0000,Admin Hearing Citation,06992,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",750,878,Liable,06/07/2019 12:00:00 AM +0000
2018-194885 CV,11/09/2018 12:00:00 AM +0000,Admin Hearing Citation,005315,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",300,0,Closed/Mailed in Penalty Paid,08/06/2019 12:00:00 AM +0000
2018-134251 CV,08/08/2018 12:00:00 AM +0000,Admin Hearing Citation,002225,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",128,0,Liable,06/18/2019 12:00:00 AM +0000
2018-012956 CV,01/31/2018 12:00:00 AM +0000,Admin Hearing Citation,2454,80711,"A short-term rental use may not be used by more than:(1) ten adults at one time, unless a stricter limit applies; or(2) six unrelated adults.The property has updated the over occupancy number to 16, up from 14 previously noted.",1000,1000,Liable,07/12/2019 12:00:00 AM +0000
2019-000132 CV,01/02/2019 12:00:00 AM +0000,Admin Hearing Citation,004659,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",300,0,Closed/Mailed in Penalty Paid,06/04/2019 12:00:00 AM +0000
2018-011030 CV,01/27/2018 12:00:00 AM +0000,Admin Hearing Citation,002123,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.The property was found to be advertising the property as an STR.",80,0,Liable,04/20/2018 12:00:00 AM +0000
2019-134054 CV,06/14/2019 12:00:00 AM +0000,Admin Hearing Citation,08274,80711,"A short-term rental use may not be used by more than:(1) ten adults at one time, unless a stricter limit applies; or(2) six unrelated adults.",500,0,Closed/Mailed in Penalty Paid,07/10/2019 12:00:00 AM +0000
2018-008635 CV,01/23/2018 12:00:00 AM +0000,Admin Hearing Citation,001288,80711,"A short-term rental use may not be used by more than:(1) ten adults at one time, unless a stricter limit applies; or(2) six unrelated adults.",1000,0,Liable,02/21/2019 12:00:00 AM +0000
2018-062728 CV,03/30/2018 12:00:00 AM +0000,Admin Hearing Citation,002510,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",1000,1080,Liable,06/18/2019 12:00:00 AM +0000
2018-017514 CV,02/12/2018 12:00:00 AM +0000,Admin Hearing Citation,002125,80711,"A short-term rental use may not be used by more than:(1) ten adults at one time, unless a stricter limit applies; or(2) six unrelated adults. A total of nine guest were observed as over night guest.",1000,1080,Liable,07/11/2019 12:00:00 AM +0000
2018-012956 CV,01/31/2018 12:00:00 AM +0000,Admin Hearing Citation,002453,80711,"A short-term rental use may not be used by more than:(1) ten adults at one time, unless a stricter limit applies; or(2) six unrelated adults.The property has updated the over occupancy number to 16, up from 14 previously noted.",1000,1080,Liable,02/21/2019 12:00:00 AM +0000
2018-213373 CV,12/20/2018 12:00:00 AM +0000,Admin Hearing Citation,004622,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,128,878,Liable,06/07/2019 12:00:00 AM +0000
2018-062728 CV,03/30/2018 12:00:00 AM +0000,Admin Hearing Citation,002509,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",1000,1080,Liable,06/18/2019 12:00:00 AM +0000
2018-020570 CV,02/17/2018 12:00:00 AM +0000,Admin Hearing Citation,002239,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,750,830,Penalty Paid,11/08/2018 12:00:00 AM +0000
2018-207908 CV,12/10/2018 12:00:00 AM +0000,Admin Hearing Citation,004651,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",750,878,Liable,06/19/2019 12:00:00 AM +0000
2018-118735 CV,07/14/2018 12:00:00 AM +0000,Admin Hearing Citation,002079,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",80,0,Penalty Paid,12/10/2018 12:00:00 AM +0000
2019-052544 CV,04/06/2019 12:00:00 AM +0000,Admin Hearing Citation,06977,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",500,628,Liable,07/30/2019 12:00:00 AM +0000
2018-130460 CV,08/02/2018 12:00:00 AM +0000,Admin Hearing Citation,005353,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",500,0,Liable,10/18/2018 12:00:00 AM +0000
2019-134054 CV,06/14/2019 12:00:00 AM +0000,Admin Hearing Citation,08273,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",500,0,Closed/Mailed in Penalty Paid,07/10/2019 12:00:00 AM +0000
2018-194885 CV,11/09/2018 12:00:00 AM +0000,Admin Hearing Citation,005319,80711,"A short-term rental use may not be used by more than:(1) ten adults at one time, unless a stricter limit applies; or(2) six unrelated adults.",300,0,Closed/Mailed in Penalty Paid,08/06/2019 12:00:00 AM +0000
2018-130460 CV,08/02/2018 12:00:00 AM +0000,Admin Hearing Citation,005354,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",500,0,Liable,12/18/2018 12:00:00 AM +0000
2018-011030 CV,01/27/2018 12:00:00 AM +0000,Admin Hearing Citation,002122,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.The property was found to be advertising the property as an STR.",80,0,Liable,02/13/2019 12:00:00 AM +0000
2018-118735 CV,07/14/2018 12:00:00 AM +0000,Admin Hearing Citation,002079,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,500,0,Penalty Paid,12/10/2018 12:00:00 AM +0000
2018-203354 CV,11/30/2018 12:00:00 AM +0000,Admin Hearing Citation,07530,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,500,628,Liable,08/06/2019 12:00:00 AM +0000
2018-210318 CV,12/14/2018 12:00:00 AM +0000,Admin Hearing Citation,07541,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",-250,-250,Closed/Mailed in Penalty Paid,06/11/2019 12:00:00 AM +0000
2018-163226 CV,09/13/2018 12:00:00 AM +0000,Admin Hearing Citation,005193,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,128,0,Liable,12/18/2018 12:00:00 AM +0000
2018-053156 CV,03/13/2018 12:00:00 AM +0000,Admin Hearing Citation,002243,80086,A licensee or operator may not advertise or promote or allow another to advertise or promote a short-term rental in violation of the City Code or state law.,300,0,Closed/Mailed in Penalty Paid,04/11/2018 12:00:00 AM +0000
2018-053156 CV,03/13/2018 12:00:00 AM +0000,Admin Hearing Citation,002242,80709,"An owner, or a person in control of a dwelling, may not advertise or promote, or allow another to advertise or promote, the dwelling as a short- term rental if the dwelling is not licensed by the director as a short-term rental.",300,0,Closed/Mailed in Penalty Paid,03/30/2018 12:00:00 AM +0000
2018-151977 CV,08/22/2018 12:00:00 AM +0000,Admin Hearing Citation,5285,80710,A person must obtain a license to operate a short-term rental before a property may be used as a short-term rental.,300,0,Closed/Mailed in Penalty Paid,01/24/2019 12:00:00 AM +0000
2018-178923 CV,10/11/2018 12:00:00 AM +0000,Admin Hearing Citation,000643,80672,"This section applies to a short-term rental use that is owner-occupied or is associated with an owner-occupied principal residential unit.  A short-term rental use under this section may not include the rental of less than an entire dwelling unit, operate without a license as required by Section 25-2-790 (License Requirements), or operate without providing notification to renters as required by Section 25-2-791 (Notification Requirements).  For a short-term rental use under this section, a secondary residential unit on the same property may be rented for periods of less than 30 consecutive days for an annual total of more than 90 days.",300,0,Closed/Mailed in Penalty Paid,10/11/2018 12:00:00 AM +0000
